35672	 Rps4x 	 	0	-1.8440513059309	-3.6859038323261	-2.3565627036539	1.2653363953614	-2.424214251292	-1.6564411084702	-1.7726867558598	-3.1680643905987	-2.0776624941947	-13.171644479421	-1.2926650295379	-1.4531217391469	-1.0746184681906	-1.7101019413114	-2.3181578233742
35985	 Hamp2 	NM_183257 	0	-2.3461836285597	-2.1354529148609	1.261679364562	-2.3979217118346	-1.1918220058671	-1.5689207251772	-3.3355695456807	-9.8557119044199	-5.0275453875562	-1.499198020108	-1.487332267467	-1.7330057353271	-6.2084473144141	-2.7971966535718	-2.5978435918926
36079	 A_51_P278353 	A_51_P278353 	0	-1.3713490184201	-2.2706385141334	-1.9637445827919	-1.0164974886239	-2.5465956916522	-1.6467967453214	-2.3289759293666	-3.2492340819568	-2.4674138603893	-8.6686206882911	-1.2711330186567	-1.4114971318461	1.2440816948063	-1.5373083992402	-1.8490557263157
36128	 Nppa 	NM_008725 	0	-1.7894105766721	-2.607888384456	-1.6982592939358	1	-1.1708336617169	-1.3182142436649	-1.8012168456772	-2.804329238196	-1.4519812226306	1	1	-6.4556800771164	-1.1943873636412	-1.7193527990848	1
36311	 Hebp2 	NM_019487 	0	2.9353912815966	2.3347264315089	9.1668051486022	1.9310299069712	3.8797433731621	1.1954213280221	9.0161473348947	3.6695262603291	4.6848964916001	2.9100804811845	1.630512002216	4.8883354427062	-1.1813193016876	1.8216838158574	1.9299541874242
36402	 Fkbp5 	NM_010220 	0	-7.2072402615303	-4.1560714000776	-1.3739344083718	-1.6044049750423	1.3298020557663	-1.2192183768137	-2.1198640017848	-3.9833548823294	-2.0330731273395	1.2548670042054	-1.206797772818	-3.1639382582837	-1.755484503122	2.6042879411758	-1.2600912620096
36488	 Cyp3a44 	NM_177380 	0	1.2271942168558	1.1138722898493	-1.0556192468347	-1.2637291403237	-1.4607234454591	-1.6027286487323	-1.3379503577119	-10.799409266631	-1.5567755422979	-1.4916193204569	-1.0133054535385	1.212824328355	-1.2910290065292	1.5724324583417	-1.2025329912755
36581	 Grn 	NM_008175 	0	1.0380995433483	-1.6928247499287	-1.9275870502543	-1.0106268680401	-1.30324479775	-2.1176881186475	-1.3057198305888	-2.2723697537951	-1.7955809948218	-10.477073725917	-1.4707064598651	1.1245997949816	-1.2277484654957	-2.3626641959317	-1.9515469323439
36627	 Lars2 	NM_153168 	0	-3.2216844432651	-6.4130850567006	-3.7179196520449	1.2419279467561	-2.3312937533557	-3.7896054822985	-3.0960359863316	-4.0215178434057	-2.4491703885423	-10.629675336125	-1.5174416493178	-1.73670878046	1.3367278609693	-1.765480804574	-1.8473874969166
37061	 Cntnap5a 	NM_001077425 	0	-1.1328463246681	-2.5303115622271	-3.6736349655188	1.4239475739476	-1.7464131788375	-2.3411594860132	-2.390325254754	-2.2982168263348	-2.733675748534	1	3.1252445032299	-6.9437647689034	-1.817058878242	-1.1064502722832	-2.2219792553433
37295	 Tff3 	NM_011575 	0	7.7555392480941	2.6811616571966	10.291768292493	5.531883176376	2.0140303000321	-1.0801968338687	1.2336276644701	7.5275214200561	1.1641627528293	9.5070767509925	2.2635443076865	3.1924933404728	1.170786483645	4.3153398122606	3.3586055399007
37552	 Tnfrsf11b 	NM_008764 	0	2.450563722263	2.1123019501804	7.8101072906525	1.0573006519488	1.8842390495331	2.2631273858172	4.7755456401847	2.1549539797812	5.622260963487	2.6563787659443	-1.0393382246318	3.3869360761545	1.3383786497399	-1.2164954810951	1.6432854124248
37722	 A_52_P481302 	A_52_P481302 	0	-2.9602950570572	-1.339460774457	-2.543753358701	-3.9102452757922	3.1200819423945	4.8472676423894	3.9375401935186	-13.9476165764	-5.1897806206991	-15.31087461682	-2.3291314518515	-1.84598428702	-1.3172979015642	-5.2483887994997	-4.8909137024995
38098	 Arl15 	NM_172595 	0	-2.4582950122934	-6.785455395714	-1.4851420678334	-1.5998711243233	-1.8318124230251	-1.0071473862758	-3.1495898339809	-2.0544094306617	-1.7992188812607	-1.1069790454933	-1.0208028643514	-1.1550734460877	-1.4825112579136	-1.3295356899791	-1.046477029792
38709	 Cyp1a2 	NM_009993 	0	2.8131053715354	3.2452263976317	1.661303576376	1.4105029539018	-1.3191889352822	1.4045267014944	-1.261223342511	13.804160494911	13.228786274193	-1.4355224870999	1.5684981110099	2.0834064291029	15.73874141337	1.9914939894576	1.2194949325495
38809	 Osgin1 	NM_027950 	0	7.963536959468	3.5290759093279	1.4706116429721	1.6700789418131	1.2675643025935	1.4038380193922	-1.2111764001987	1.2374965589941	1.2785096194877	1.2142239643228	-1.8457802725712	3.0877490729582	2.0344124269104	-1.1904920511769	1.441351817263
39051	 Col2a1 	NM_031163 	0	4.1476394825811	2.2959213150279	1.8040144006469	1.2160627905307	2.9295033569053	-1.5042291483225	-1.2334191869899	1.5013190661504	1.4440558824513	6.2181758538962	1.1020416288621	1.3150946167038	-1.3883820814419	-1.1937610372475	2.3891036951349
39209	 Ppp1r13l 	NM_001010836 	0	-3.205457329468	-3.7128550954448	-2.0178970247682	2.4899005435078	-2.2129927951746	-1.0067136332241	-1.7136968561513	-2.7784782406197	-1.5372694621159	-6.4521580918073	-1.0183425253183	-1.0406416407926	1.4188092133634	1.258454447691	-1.377945370378
39551	 Fabp4 	NM_024406 	0	-1.1901801424314	-1.2070915229206	4.7095672200562	1.1672946633073	6.2938733577011	3.567730162262	12.948516066625	1.3756596531416	1.5818598385667	2.4217928908876	2.4892126536028	1.8438602420026	1.3018411647737	1.3114658915691	1.6127312448616
39650	 Synpo 	NM_177340 	0	-2.6026393996555	-4.7528707039082	-2.9441504550327	-1.1893180222907	-3.843138181775	-2.6591387574795	-2.9401670079894	-4.6663681587825	-3.8180358328774	-19.305897674322	-1.6491418012258	-1.6551410120009	1.2589071495944	-2.1743277069234	-2.6618219375381
40022	 Scrt1 	NM_130893 	0	-1.3697647949974	-4.0291830658728	-7.292408691304	-1.1812793170676	-2.2766695553309	-2.7820184125098	-3.2479699311213	-3.8504545373069	-1.8967059212111	-3.7713340307764	-1.5506293501794	-3.8317750036138	-2.9894686264939	-1.8308931506977	-1.3748110053417
40638	 Cyp3a44 	NM_177380 	0	-47.22696098574	-60.104916755944	-23.589025507421	-12.450878639161	-54.550658817037	-3.4083877833525	-35.280115641767	-140.85426443217	-36.510686588989	-40.219808644107	-16.764862660739	-40.345026029733	-4.7389267955679	-21.245648891938	-52.314249582722
40705	 Pygl 	 	0	-7.4196257537728	-1.2157369039554	-1.4804270097152	-1.321867728382	-2.0539317105079	-1.1412316302242	-4.190559389992	-3.7186902062572	-1.5399158886606	-1.5558330757508	-5.544137593667	-1.4269869452436	-1.1130085485998	1.0062756646022	-3.8237456858566
40782	 Col2a1 	NM_031163 	0	4.538569601699	2.2155777750876	2.0177437000664	1.2927692102288	3.0329761833685	-1.5043192050242	-1.1222608168043	1.4474814273567	1.3742444762414	6.1321391320818	1.1297350423539	-1.0383213880524	-1.4195313883916	-1.2500108998865	2.6167787236781
40971	 Rhox6 	NM_008955 	0	-2.0183291843416	3.0035509265287	2.5583090078871	4.2319643446136	1	1.1348048937865	2.2245900991425	1.7228322785563	1.2807164859778	1	1	-6.9189469384066	1.3061468277965	1	-2.1419681065923
40992	 Khsrp 	NM_010613 	0	-2.3573984844957	-3.2503191005813	-2.6881592914355	1.1882548620558	-2.8593083991632	-2.5986632217259	-2.7273445088286	-3.4941777989533	-2.935418317674	-7.2173372603023	-1.3337148906288	-1.3949864847765	-1.0091277523232	-1.4788223309075	-1.9236586069848
41241	 Afp 	NM_007423 	0	1.0676482683466	1.367476903839	6.4725140225984	1.7559736717093	2.5162222596552	2.4789855769772	5.8991576163537	3.4761459298734	4.1700666851461	3.5594098669236	2.970961336374	2.945086127342	2.4943649768582	2.4208618137505	1.8580825298355
41559	 A_52_P462257 	A_52_P462257 	0	1.7244714155679	-1.097606575183	1.1980007777494	1.3155246796591	1.4207445540597	-1.0400104425735	1.353443092681	10.716180003578	2.1368547374581	1.8826171038569	1.374716040042	1.0426088331034	1.5957064481476	1.5798396160775	1.4744803866621
41666	 Gm1381 	NM_001033478 	0	-7.0878578662222	-3.8919298165201	-2.0830706507231	1.0640562818527	-4.7768433562985	1.2699394075048	-1.3620498414725	-1.4344089951016	-2.0497457754534	-1.4541091257105	1.1074565599447	-3.2312160694791	2.3266979114469	-1.2551958653409	1.0527770282412
42196	 Nme4 	NM_019731 	0	1.7771578326153	1.8956536874385	3.8965297820688	2.0081169410784	2.93123069623	2.2766171336806	8.0639160895521	4.7644853949496	5.1522152648415	2.5821650584059	2.5521606012329	3.4371224146134	3.8451120495483	1.87209981346	2.4618013187747
42443	 A_52_P486910 	A_52_P486910 	0	-1.7951303932651	-3.2497054593372	-2.2245849768404	1.0187976628285	-2.8088982012944	-1.7635509045125	-2.2638779004823	-3.3865617588314	-2.8665927622321	-15.648402201584	-1.3087358525988	-1.3464833887769	1.4514263391708	-1.863854471837	-2.1918155311182
42577	 Ptms 	NM_026988 	0	-2.2339631242807	-3.7109149421268	-2.7897417375849	1.1681959600665	-2.5956731216981	-3.8274982429212	-2.6334980432332	-3.4095180975503	-2.7124016506635	-9.0153792310961	-1.3824836378861	-1.5264128027162	1.1117560461881	-1.4788427617342	-2.1089291997579
42804	 Afp 	NM_007423 	0	1.1057766118786	1.313923257301	6.681669653426	1.8285843562146	2.3346995521323	2.3486051020673	5.979735852695	3.5789695218751	3.84465168483	3.5358350779148	2.9555887172394	2.4305692545482	2.8198564479257	2.5340314463069	2.0678069943869
43313	 Cyp2c55 	NM_028089 	0	3.155752972774	2.1873636970661	7.1716815997432	4.1946815902032	1.4383944543695	1.5442691656686	2.2423479298338	1.0499854960627	4.217897289718	1.5298751839086	2.2952288808661	3.6001119010143	2.9877413656965	12.008810730147	2.3283271372556
43724	 A_52_P179599 	A_52_P179599 	0	-1.9775706140262	-2.507252078428	-2.4470790559222	2.2680676281606	-1.7605282569302	-3.101637222759	-1.9846731760324	-2.3872120609987	-2.2739714093495	-6.4047178156934	-1.1223680621209	-1.2727936501827	1.4389145363939	-1.1212857425079	-1.7103106497738
44386	 Insl6 	NM_013754 	0	-2.4977329323042	-1.4269343740701	1.4220537109486	-1.0022644884378	1.516348409262	1.0174050289903	3.1749142492767	10.095317914852	7.4665503832143	-1.0148240245725	1.7391017816082	1.2405517908054	3.7105817138894	1.0696908969949	-1.4137642649239
44422	 A_52_P311031 	A_52_P311031 	0	-2.3089525071248	-2.6245992476462	-2.5136048171959	1.2625512028787	-2.315282557686	-3.518479297412	-2.7279725754156	-3.3812010876065	-2.4991999298097	-6.6119262383071	-1.3091758940077	-1.2606862032215	1.1915305998557	-1.2560852043227	-1.5443047241896
44840	 Slc46a3 	NM_027872 	0	1.07977433357	1.3908778789672	1.3930894394702	1.5829747955813	1.4359720936181	2.5229404511185	1.5566644234109	7.7543964338019	7.9666181245902	2.2194123584165	1.5230248870478	1.3795327021787	9.4169876313445	1.4001514032722	1.8146547088425
44843	 Tagln 	NM_011526 	0	-1.9698855751175	-3.1199023412097	-2.1690072316978	-1.1476400613163	-2.6122455618896	-1.8771284847075	-2.2056875915412	-2.7728795190709	-2.3660831350734	-8.0648816757128	-1.3485529394533	-1.4344089951016	1.0868439695628	-2.1458630419261	-2.0148837764287
45034	 Clcnka 	NM_024412 	0	-1.2332570306448	1.0469506237979	1.4717498492506	1.2593400059998	1.1060248888593	-1.2098240122144	1.427440452016	8.1543246851808	7.6518597271331	1.2391631786018	1.2391577573842	1.377000189425	1.7545186944622	1.5409764441242	1.3159427629173
45099	 Txndc3 	NM_181591 	0	1	-3.91769840695	-1.8488982015244	1	-2.5390017487717	-1.3652902852309	-1.5146001656958	-2.6191960071175	-1.5676171280248	1	5.8545564789602	-6.6378433645693	-1.859820369631	1	1
45116	 Chad 	NM_007689 	0	-1.4937605995299	-1.2406474864442	1.1961027806143	1.6588610116217	-1.1172326010355	-1.0452267117491	1.4504441140721	8.4056441431512	7.7786816869881	1.4855251198143	1.1616898638431	1.2735177428471	5.9444133383584	1.7850566364326	1.3236860745013
